,Study_number,Rs_annual,Study_midyear,geometry,color
3325,1256.0,151.0,770428800.0,POINT (-76.5 42.4),#0b8600ff
3326,1256.0,571.0,770428800.0,POINT (-76.5 42.4),#299500ff
56,1262.0,370.0,833587200.0,POINT (172.75 -42.87),#1b8d00ff
57,1262.0,440.0,865123200.0,POINT (172.75 -42.87),#209000ff
55,1263.0,950.0,801964800.0,POINT (172.75 -42.87),#45a300ff
715,1271.0,1114.0,770428800.0,POINT (-72.2 42.5),#51a900ff
719,1271.0,282.0,770428800.0,POINT (-72.2 42.5),#148a00ff
718,1271.0,563.0,770428800.0,POINT (-72.2 42.5),#299500ff
714,1271.0,932.0,770428800.0,POINT (-72.2 42.5),#44a200ff
717,1271.0,501.0,770428800.0,POINT (-72.2 42.5),#249200ff
716,1271.0,813.0,770428800.0,POINT (-72.2 42.5),#3b9e00ff
3263,1273.0,1347.0,833587200.0,POINT (-96.55 39.1),#62b100ff
3261,1273.0,1102.0,833587200.0,POINT (-96.55 39.1),#50a800ff
3262,1273.0,1121.0,833587200.0,POINT (-96.55 39.1),#51a900ff
721,1286.0,265.0,770428800.0,POINT (-111.62 35.43),#138a00ff
722,1286.0,294.0,770428800.0,POINT (-111.62 35.43),#158b00ff
720,1286.0,249.0,770428800.0,POINT (-111.62 35.43),#128900ff
723,1286.0,350.0,770428800.0,POINT (-111.62 35.43),#198d00ff
724,1286.0,440.0,770428800.0,POINT (-111.62 35.43),#209000ff
552,1292.0,720.0,801964800.0,POINT (-72.18000000000001 42.53),#349a00ff
551,1292.0,830.0,801964800.0,POINT (-72.18000000000001 42.53),#3c9e00ff
550,1292.0,710.0,801964800.0,POINT (-72.18000000000001 42.53),#339a00ff
549,1292.0,810.0,801964800.0,POINT (-72.18000000000001 42.53),#3b9e00ff
548,1292.0,560.0,801964800.0,POINT (-72.18000000000001 42.53),#289400ff
547,1292.0,730.0,801964800.0,POINT (-72.18000000000001 42.53),#359b00ff
732,1297.0,310.0,801964800.0,POINT (-84.09999999999999 36.1),#168b00ff
729,1297.0,265.0,801964800.0,POINT (-84.09999999999999 36.1),#138a00ff
730,1297.0,257.0,801964800.0,POINT (-84.09999999999999 36.1),#128900ff
731,1297.0,291.0,801964800.0,POINT (-84.09999999999999 36.1),#158b00ff
733,1297.0,276.0,833587200.0,POINT (-84.09999999999999 36.1),#148a00ff
734,1297.0,360.0,833587200.0,POINT (-84.09999999999999 36.1),#1a8d00ff
735,1297.0,250.0,833587200.0,POINT (-84.09999999999999 36.1),#128900ff
736,1297.0,356.0,833587200.0,POINT (-84.09999999999999 36.1),#1a8d00ff
737,1297.0,284.0,833587200.0,POINT (-84.09999999999999 36.1),#148a00ff
738,1297.0,318.0,833587200.0,POINT (-84.09999999999999 36.1),#178c00ff
728,1297.0,280.0,801964800.0,POINT (-84.09999999999999 36.1),#148a00ff
739,1297.0,303.0,833587200.0,POINT (-84.09999999999999 36.1),#168b00ff
740,1297.0,382.0,833587200.0,POINT (-84.09999999999999 36.1),#1b8e00ff
727,1297.0,193.0,801964800.0,POINT (-84.09999999999999 36.1),#0e8700ff
725,1297.0,276.0,801964800.0,POINT (-84.09999999999999 36.1),#148a00ff
726,1297.0,344.0,801964800.0,POINT (-84.09999999999999 36.1),#198d00ff
2940,1304.0,105.0,644198400.0,POINT (149 62),#078400ff
2939,1304.0,144.0,644198400.0,POINT (149 62),#0a8500ff
3211,1324.0,946.0,770428800.0,POINT (-52.92 5.25),#45a200ff
3210,1324.0,1097.0,770428800.0,POINT (-52.92 5.25),#50a800ff
3209,1324.0,870.0,770428800.0,POINT (-52.92 5.25),#3fa000ff
2804,1331.0,476.0,801964800.0,POINT (-111.67 35),#229100ff
2805,1331.0,636.0,801964800.0,POINT (-111.67 35),#2e9700ff
2811,1331.0,613.0,833587200.0,POINT (-111.67 35),#2c9600ff
2803,1331.0,511.0,801964800.0,POINT (-111.67 35),#259300ff
2809,1331.0,436.0,833587200.0,POINT (-111.67 35),#1f9000ff
2808,1331.0,582.0,833587200.0,POINT (-111.67 35),#2a9500ff
2807,1331.0,487.0,833587200.0,POINT (-111.67 35),#239200ff
2806,1331.0,414.0,833587200.0,POINT (-111.67 35),#1e8f00ff
2800,1331.0,565.0,801964800.0,POINT (-111.67 35),#299500ff
2801,1331.0,440.0,801964800.0,POINT (-111.67 35),#209000ff
2810,1331.0,476.0,833587200.0,POINT (-111.67 35),#229100ff
2802,1331.0,569.0,801964800.0,POINT (-111.67 35),#299500ff
3087,1337.0,440.0,770428800.0,POINT (-111.67 35.42),#209000ff
3086,1337.0,350.0,770428800.0,POINT (-111.67 35.42),#198d00ff
3084,1337.0,270.0,770428800.0,POINT (-111.67 35.42),#138a00ff
3083,1337.0,250.0,770428800.0,POINT (-111.67 35.42),#128900ff
3085,1337.0,295.0,770428800.0,POINT (-111.67 35.42),#158b00ff
912,1338.0,1440.0,801964800.0,POINT (-96.58 39.08),#69b400ff
913,1338.0,1990.0,801964800.0,POINT (-96.58 39.08),#91c800ff
914,1338.0,1280.0,801964800.0,POINT (-96.58 39.08),#5daf00ff
918,1338.0,2150.0,801964800.0,POINT (-96.58 39.08),#9dce00ff
915,1338.0,1940.0,801964800.0,POINT (-96.58 39.08),#8dc700ff
917,1338.0,1890.0,801964800.0,POINT (-96.58 39.08),#8ac500ff
916,1338.0,1630.0,801964800.0,POINT (-96.58 39.08),#77bb00ff
173,1343.0,150.0,707356800.0,POINT (37.58 54.83),#0a8500ff
171,1343.0,380.0,707356800.0,POINT (37.58 54.83),#1b8e00ff
172,1343.0,190.0,707356800.0,POINT (37.58 54.83),#0d8700ff
174,1343.0,640.0,707356800.0,POINT (37.58 54.83),#2e9700ff
175,1343.0,475.0,707356800.0,POINT (37.58 54.83),#229100ff
176,1343.0,175.0,707356800.0,POINT (37.58 54.83),#0c8600ff
1465,1364.0,432.0,644198400.0,POINT (8.5 55.5),#1f9000ff
1466,1364.0,432.0,644198400.0,POINT (8.5 55.5),#1f9000ff
744,1366.0,350.0,770428800.0,POINT (12.28 55.67),#198d00ff
743,1366.0,310.0,770428800.0,POINT (12.28 55.67),#168b00ff
742,1366.0,260.0,770428800.0,POINT (12.28 55.67),#138900ff
745,1366.0,365.0,770428800.0,POINT (12.28 55.67),#1a8d00ff
469,1379.0,653.0,675734400.0,POINT (-155.25 19.75),#2f9800ff
467,1379.0,890.0,675734400.0,POINT (-155.25 19.75),#41a000ff
468,1379.0,776.0,675734400.0,POINT (-155.25 19.75),#389c00ff
164,1382.0,905.0,770428800.0,POINT (-106.2 53.63),#42a100ff
556,1384.0,598.0,770428800.0,POINT (-68.67 45.17),#2b9600ff
553,1384.0,427.0,738892800.0,POINT (-68.67 45.17),#1f9000ff
554,1384.0,534.0,738892800.0,POINT (-68.67 45.17),#279300ff
746,1405.0,508.0,801964800.0,POINT (-89.34999999999999 43.3),#259300ff
747,1405.0,535.0,801964800.0,POINT (-89.34999999999999 43.3),#279300ff
748,1405.0,719.0,801964800.0,POINT (-89.34999999999999 43.3),#349a00ff
50,1416.0,956.0,865123200.0,POINT (-79.09999999999999 36.07),#45a300ff
749,1421.0,302.0,738892800.0,POINT (9.57 51.52),#168b00ff
750,1421.0,321.0,738892800.0,POINT (9.57 51.52),#178c00ff
751,1421.0,298.0,738892800.0,POINT (9.57 51.52),#158b00ff
752,1421.0,313.0,770428800.0,POINT (9.57 51.52),#168b00ff
754,1421.0,481.0,770428800.0,POINT (9.57 51.52),#239200ff
700,1432.0,516.0,738892800.0,POINT (-97.33 31.1),#259300ff
702,1432.0,645.0,770428800.0,POINT (-97.33 31.1),#2f9700ff
703,1432.0,1032.0,770428800.0,POINT (-97.33 31.1),#4ba600ff
699,1432.0,1032.0,738892800.0,POINT (-97.33 31.1),#4ba600ff
698,1432.0,172.0,738892800.0,POINT (-97.33 31.1),#0c8600ff
701,1432.0,430.0,770428800.0,POINT (-97.33 31.1),#1f9000ff
1473,1437.0,620.0,833587200.0,POINT (7.08 48.67),#2d9700ff
62,1438.0,660.0,865123200.0,POINT (7.08 48.67),#309800ff
755,1441.0,1440.0,801964800.0,POINT (-82.11 29.95),#69b400ff
1476,1450.0,330.0,833587200.0,POINT (-148.25 64.75),#188c00ff
1475,1450.0,360.0,833587200.0,POINT (-149.56 68.63),#1a8d00ff
1474,1450.0,375.0,833587200.0,POINT (-148.7 69.42),#1b8e00ff
88,1470.0,683.0,833587200.0,POINT (-121.51 44.42),#319900ff
2795,1479.0,493.0,738892800.0,POINT (-94.08 30.65),#249200ff
2796,1479.0,592.0,738892800.0,POINT (-94.08 30.65),#2b9600ff
2797,1479.0,712.0,738892800.0,POINT (-94.08 30.65),#349a00ff
502,1500.0,701.0,833587200.0,POINT (130.73 32.82),#339a00ff
497,1500.0,507.0,770428800.0,POINT (130.73 32.82),#259200ff
500,1500.0,835.0,801964800.0,POINT (130.73 32.82),#3d9e00ff
501,1500.0,592.0,833587200.0,POINT (130.73 32.82),#2b9600ff
498,1500.0,805.0,770428800.0,POINT (130.73 32.82),#3a9d00ff
499,1500.0,499.0,801964800.0,POINT (130.73 32.82),#249200ff
2975,1506.0,790.0,833587200.0,POINT (-105.12 53.99),#399d00ff
760,1515.0,620.0,833587200.0,POINT (-89.7 32.8),#2d9700ff
758,1515.0,490.0,833587200.0,POINT (-89.7 32.8),#239200ff
759,1515.0,616.0,833587200.0,POINT (-89.7 32.8),#2d9600ff
557,1518.0,103.0,833587200.0,POINT (-20.57 74.47),#078400ff
1481,1539.0,1560.0,770428800.0,POINT (-119.28 36.72),#72b900ff
1482,1539.0,1400.0,770428800.0,POINT (-119.28 36.72),#66b300ff
3267,1563.0,509.0,738892800.0,POINT (-80.2 41.6),#259300ff
44,1565.0,710.0,865123200.0,POINT (11.87 50.13),#339a00ff
763,1582.0,2000.0,801964800.0,POINT (-47.52 -2.98),#92c900ff
764,1582.0,1800.0,801964800.0,POINT (-47.52 -2.98),#83c200ff
765,1582.0,1500.0,801964800.0,POINT (-47.52 -2.98),#6db700ff
766,1582.0,1000.0,801964800.0,POINT (-47.52 -2.98),#49a400ff
1483,1585.0,1570.0,707356800.0,POINT (10.23 54),#72b900ff
1484,1585.0,634.0,707356800.0,POINT (10.23 54),#2e9700ff
1485,1585.0,718.0,707356800.0,POINT (10.23 54),#349a00ff
920,1587.0,384.0,865123200.0,POINT (-83.02 40),#1c8e00ff
922,1587.0,451.0,865123200.0,POINT (-83.02 40),#209000ff
923,1587.0,534.0,865123200.0,POINT (-83.02 40),#279300ff
924,1587.0,663.0,865123200.0,POINT (-83.02 40),#309800ff
921,1587.0,564.0,865123200.0,POINT (-83.02 40),#299500ff
93,1600.0,840.0,833587200.0,POINT (-72.3 42.9),#3d9f00ff
1591,1602.0,663.0,865123200.0,POINT (7.08 48.67),#309800ff
1590,1602.0,575.0,833587200.0,POINT (7.08 48.67),#2a9500ff
559,1629.0,773.0,865123200.0,POINT (-121.51 44.42),#389c00ff
558,1629.0,683.0,833587200.0,POINT (-121.51 44.42),#319900ff
560,1635.0,537.0,865123200.0,POINT (6 50.3),#279400ff
561,1635.0,973.0,865123200.0,POINT (6 50.3),#47a300ff
105,1639.0,1263.0,801964800.0,POINT (-79.2 34.63),#5cae00ff
108,1639.0,1576.0,801964800.0,POINT (-79.2 34.63),#73b900ff
106,1639.0,1489.0,801964800.0,POINT (-79.2 34.63),#6cb600ff
107,1639.0,1293.0,801964800.0,POINT (-79.2 34.63),#5eaf00ff
1592,1647.0,764.0,865123200.0,POINT (-116.08 46.08),#379c00ff
430,1654.0,1600.0,738892800.0,POINT (-97.33 31.1),#75ba00ff
434,1654.0,2100.0,865123200.0,POINT (-97.33 31.1),#99cd00ff
433,1654.0,1000.0,833587200.0,POINT (-97.33 31.1),#49a400ff
431,1654.0,1300.0,770428800.0,POINT (-97.33 31.1),#5faf00ff
435,1654.0,1500.0,896659200.0,POINT (-97.33 31.1),#6db700ff
432,1654.0,1200.0,801964800.0,POINT (-97.33 31.1),#57ac00ff
424,1656.0,1036.0,833587200.0,POINT (17.48 60.08),#4ba600ff
141,1665.0,316.0,865123200.0,POINT (130.73 32.82),#178c00ff
140,1665.0,618.0,865123200.0,POINT (130.73 32.82),#2d9700ff
1597,1674.0,307.0,801964800.0,POINT (-84.7 45.58),#168b00ff
1604,1674.0,611.0,833587200.0,POINT (-84.7 45.58),#2c9600ff
1599,1674.0,743.0,801964800.0,POINT (-84.7 45.58),#369b00ff
1600,1674.0,841.0,801964800.0,POINT (-84.7 45.58),#3d9f00ff
1601,1674.0,246.0,833587200.0,POINT (-84.7 45.58),#118900ff
1602,1674.0,284.0,833587200.0,POINT (-84.7 45.58),#148a00ff
1603,1674.0,468.0,833587200.0,POINT (-84.7 45.58),#229100ff
1598,1674.0,403.0,801964800.0,POINT (-84.7 45.58),#1d8f00ff
451,1679.0,896.0,833587200.0,POINT (-105.12 53.99),#41a100ff
2585,1700.0,310.0,738892800.0,POINT (78.17 10),#168b00ff
563,1703.0,1895.0,833587200.0,POINT (172.7 -43.53),#8ac500ff
562,1703.0,1671.0,833587200.0,POINT (172.7 -43.53),#7abd00ff
7246,1716.0,560.08,770428800.0,POINT (-119.57 38.27),#289400ff
7245,1716.0,1536.44,770428800.0,POINT (-119.57 38.27),#70b800ff
7244,1716.0,1089.89,770428800.0,POINT (-119.57 38.27),#4fa800ff
7243,1716.0,1341.55,770428800.0,POINT (-119.57 38.27),#62b100ff
53,1736.0,1183.0,865123200.0,POINT (-79.09999999999999 36.07),#56ab00ff
54,1736.0,1176.0,896659200.0,POINT (-79.09999999999999 36.07),#56ab00ff
51,1736.0,1067.0,865123200.0,POINT (-79.09999999999999 36.07),#4ea700ff
52,1736.0,928.0,896659200.0,POINT (-79.09999999999999 36.07),#43a200ff
564,1755.0,38.0,833587200.0,POINT (162.88 -77.63),#028100ff
466,1762.0,560.0,833587200.0,POINT (-112.03 46.58),#289400ff
463,1762.0,240.0,833587200.0,POINT (-112.03 46.58),#118900ff
464,1762.0,340.0,833587200.0,POINT (-112.03 46.58),#188c00ff
465,1762.0,530.0,833587200.0,POINT (-112.03 46.58),#269300ff
1609,1766.0,823.0,896659200.0,POINT (-93 45),#3c9e00ff
1608,1766.0,718.0,928195200.0,POINT (-93 45),#349a00ff
1607,1766.0,827.0,896659200.0,POINT (-93 45),#3c9e00ff
1606,1766.0,624.0,928195200.0,POINT (-93 45),#2d9700ff
1610,1766.0,667.0,928195200.0,POINT (-93 45),#309800ff
1605,1766.0,768.0,896659200.0,POINT (-93 45),#389c00ff
593,1767.0,1866.0,896659200.0,POINT (-93 45),#88c400ff
592,1767.0,1828.0,896659200.0,POINT (-93 45),#85c300ff
594,1767.0,1922.0,896659200.0,POINT (-93 45),#8cc600ff
595,1767.0,1835.0,896659200.0,POINT (-93 45),#86c300ff
596,1767.0,1767.0,896659200.0,POINT (-93 45),#81c000ff
597,1767.0,1510.0,896659200.0,POINT (-93 45),#6eb700ff
591,1767.0,1669.0,896659200.0,POINT (-93 45),#7abd00ff
1611,1773.0,795.0,865123200.0,POINT (7 47),#3a9d00ff
1612,1773.0,1022.0,865123200.0,POINT (7 47),#4aa500ff
1613,1773.0,719.0,865123200.0,POINT (7 47),#349a00ff
1614,1773.0,984.0,865123200.0,POINT (7 47),#47a400ff
1615,1773.0,946.0,896659200.0,POINT (7 47),#45a200ff
1616,1773.0,1060.0,896659200.0,POINT (7 47),#4da700ff
1617,1773.0,795.0,896659200.0,POINT (7 47),#3a9d00ff
1618,1773.0,1135.0,896659200.0,POINT (7 47),#53a900ff
63,1777.0,660.0,865123200.0,POINT (7.08 48.67),#309800ff
97,1794.0,275.0,959817600.0,POINT (19.77 64.23),#148a00ff
599,1800.0,1675.0,833587200.0,POINT (0.08 44.08),#7abd00ff
598,1800.0,625.0,833587200.0,POINT (13.63 41.87),#2d9700ff
1620,1818.0,1028.0,928195200.0,POINT (-89.63 45.68),#4ba500ff
1619,1818.0,760.0,928195200.0,POINT (-89.63 45.68),#379c00ff
103,1823.0,1754.0,707356800.0,POINT (10.23 54.1),#80c000ff
2928,1831.0,475.0,707356800.0,POINT (37.1 54.13),#229100ff
2932,1831.0,145.0,707356800.0,POINT (37.1 54.13),#0a8500ff
2931,1831.0,181.0,707356800.0,POINT (37.1 54.13),#0d8700ff
2930,1831.0,382.0,707356800.0,POINT (37.1 54.13),#1b8e00ff
2929,1831.0,180.0,707356800.0,POINT (37.1 54.13),#0d8700ff
2927,1831.0,642.0,707356800.0,POINT (37.1 54.13),#2e9700ff
928,1850.0,856.0,833587200.0,POINT (-119.12 49.42),#3e9f00ff
929,1850.0,849.0,833587200.0,POINT (-119.12 49.42),#3e9f00ff
817,1871.0,457.0,865123200.0,POINT (11.65 55.49),#219100ff
816,1871.0,368.0,833587200.0,POINT (11.65 55.49),#1a8d00ff
826,1876.0,1096.0,644198400.0,POINT (-61 5),#50a800ff
820,1876.0,896.0,644198400.0,POINT (-61 5),#41a100ff
819,1876.0,1241.0,644198400.0,POINT (-61 5),#5aad00ff
818,1876.0,1024.0,644198400.0,POINT (-61 5),#4aa500ff
823,1876.0,980.0,644198400.0,POINT (-61 5),#47a400ff
824,1876.0,972.0,644198400.0,POINT (-61 5),#47a300ff
825,1876.0,990.0,644198400.0,POINT (-61 5),#48a400ff
827,1876.0,1165.0,644198400.0,POINT (-61 5),#55aa00ff
828,1876.0,1634.0,644198400.0,POINT (-61 5),#77bc00ff
829,1876.0,1317.0,644198400.0,POINT (-61 5),#60b000ff
821,1876.0,1063.0,644198400.0,POINT (-61 5),#4da700ff
822,1876.0,1130.0,644198400.0,POINT (-61 5),#52a900ff
191,1891.0,460.0,833587200.0,POINT (-68.73 45.2),#219100ff
177,1891.0,750.0,801964800.0,POINT (-72.18000000000001 42.53),#369b00ff
178,1891.0,710.0,801964800.0,POINT (-72.18000000000001 42.53),#339a00ff
179,1891.0,701.0,801964800.0,POINT (-72.18000000000001 42.53),#339a00ff
180,1891.0,670.0,801964800.0,POINT (-72.18000000000001 42.53),#319800ff
181,1891.0,550.0,801964800.0,POINT (-72.18000000000001 42.53),#289400ff
182,1891.0,790.0,833587200.0,POINT (-72.18000000000001 42.53),#399d00ff
183,1891.0,790.0,833587200.0,POINT (-72.18000000000001 42.53),#399d00ff
184,1891.0,750.0,833587200.0,POINT (-72.18000000000001 42.53),#369b00ff
185,1891.0,780.0,833587200.0,POINT (-72.18000000000001 42.53),#399c00ff
186,1891.0,400.0,833587200.0,POINT (-72.18000000000001 42.53),#1d8f00ff
188,1891.0,820.0,833587200.0,POINT (-68.73 45.2),#3b9e00ff
197,1891.0,800.0,865123200.0,POINT (-68.73 45.2),#3a9d00ff
196,1891.0,370.0,865123200.0,POINT (-72.18000000000001 42.53),#1b8d00ff
195,1891.0,570.0,865123200.0,POINT (-72.18000000000001 42.53),#299500ff
194,1891.0,700.0,865123200.0,POINT (-72.18000000000001 42.53),#339a00ff
189,1891.0,740.0,833587200.0,POINT (-68.73 45.2),#369b00ff
192,1891.0,640.0,865123200.0,POINT (-72.18000000000001 42.53),#2e9700ff
190,1891.0,500.0,833587200.0,POINT (-68.73 45.2),#249200ff
193,1891.0,630.0,865123200.0,POINT (-72.18000000000001 42.53),#2e9700ff
209,1891.0,680.0,896659200.0,POINT (-68.73 45.2),#319900ff
199,1891.0,540.0,865123200.0,POINT (-68.73 45.2),#279400ff
221,1891.0,490.0,928195200.0,POINT (-68.73 45.2),#239200ff
220,1891.0,540.0,928195200.0,POINT (-68.73 45.2),#279400ff
219,1891.0,660.0,928195200.0,POINT (-68.73 45.2),#309800ff
218,1891.0,830.0,928195200.0,POINT (-68.73 45.2),#3c9e00ff
217,1891.0,900.0,928195200.0,POINT (-68.73 45.2),#41a100ff
215,1891.0,410.0,928195200.0,POINT (-72.18000000000001 42.53),#1d8f00ff
214,1891.0,460.0,928195200.0,POINT (-72.18000000000001 42.53),#219100ff
213,1891.0,440.0,928195200.0,POINT (-72.18000000000001 42.53),#209000ff
198,1891.0,680.0,865123200.0,POINT (-68.73 45.2),#319900ff
211,1891.0,410.0,896659200.0,POINT (-68.73 45.2),#1d8f00ff
210,1891.0,550.0,896659200.0,POINT (-68.73 45.2),#289400ff
212,1891.0,620.0,928195200.0,POINT (-72.18000000000001 42.53),#2d9700ff
208,1891.0,840.0,896659200.0,POINT (-68.73 45.2),#3d9f00ff
200,1891.0,470.0,865123200.0,POINT (-68.73 45.2),#229100ff
202,1891.0,940.0,896659200.0,POINT (-72.18000000000001 42.53),#44a200ff
203,1891.0,990.0,896659200.0,POINT (-72.18000000000001 42.53),#48a400ff
204,1891.0,810.0,896659200.0,POINT (-72.18000000000001 42.53),#3b9e00ff
205,1891.0,710.0,896659200.0,POINT (-72.18000000000001 42.53),#339a00ff
206,1891.0,400.0,896659200.0,POINT (-72.18000000000001 42.53),#1d8f00ff
201,1891.0,370.0,865123200.0,POINT (-68.73 45.2),#1b8d00ff
207,1891.0,890.0,896659200.0,POINT (-68.73 45.2),#41a000ff
845,1911.0,740.0,865123200.0,POINT (-93.33 42.18),#369b00ff
844,1911.0,750.0,865123200.0,POINT (-93.33 42.18),#369b00ff
843,1911.0,1150.0,865123200.0,POINT (-93.33 42.18),#54aa00ff
842,1911.0,1220.0,865123200.0,POINT (-93.33 42.18),#59ac00ff
841,1911.0,1020.0,865123200.0,POINT (-93.33 42.18),#4aa500ff
840,1911.0,1140.0,865123200.0,POINT (-93.33 42.18),#53aa00ff
80,1925.0,98.0,928195200.0,POINT (17.5 60.08),#078400ff
81,1925.0,149.0,928195200.0,POINT (17.5 60.08),#0a8500ff
1679,1927.0,575.0,928195200.0,POINT (-84.29000000000001 35.96),#2a9500ff
600,1931.0,1446.0,896659200.0,POINT (-120.63 38.9),#69b500ff
1054,1932.0,1446.0,896659200.0,POINT (-120.63 38.9),#69b500ff
458,1953.0,700.0,896659200.0,POINT (10.28 52.83),#339a00ff
461,1953.0,400.0,928195200.0,POINT (10.28 52.83),#1d8f00ff
457,1953.0,420.0,896659200.0,POINT (10.28 52.83),#1e8f00ff
459,1953.0,500.0,928195200.0,POINT (9.57 51.77),#249200ff
455,1953.0,510.0,896659200.0,POINT (9.57 51.77),#259300ff
460,1953.0,600.0,928195200.0,POINT (9.57 51.77),#2b9600ff
462,1953.0,580.0,928195200.0,POINT (10.28 52.83),#2a9500ff
456,1953.0,630.0,896659200.0,POINT (9.57 51.77),#2e9700ff
611,1954.0,396.0,928195200.0,POINT (10.28 52.83),#1c8e00ff
610,1954.0,578.0,928195200.0,POINT (10.3 52.83),#2a9500ff
601,1954.0,489.0,896659200.0,POINT (9.58 51.77),#239200ff
602,1954.0,512.0,896659200.0,POINT (9.57 51.77),#259300ff
603,1954.0,515.0,896659200.0,POINT (9.67 51.57),#259300ff
604,1954.0,594.0,896659200.0,POINT (10.3 52.83),#2b9600ff
605,1954.0,420.0,896659200.0,POINT (10.28 52.83),#1e8f00ff
606,1954.0,539.0,896659200.0,POINT (10.27 52.83),#279400ff
612,1954.0,517.0,928195200.0,POINT (10.27 52.83),#259300ff
607,1954.0,532.0,928195200.0,POINT (9.58 51.77),#269300ff
608,1954.0,508.0,928195200.0,POINT (9.57 51.77),#259300ff
609,1954.0,543.0,928195200.0,POINT (9.67 51.57),#279400ff
1056,1956.0,1072.0,865123200.0,POINT (-96.58 39.08),#4ea700ff
1057,1956.0,1113.0,865123200.0,POINT (-96.58 39.08),#51a900ff
1058,1956.0,1342.0,865123200.0,POINT (-96.58 39.08),#62b100ff
1687,1958.0,475.0,801964800.0,POINT (-89.37 43.28),#229100ff
1693,1958.0,2800.0,896659200.0,POINT (-89.37 43.28),#cce600ff
1694,1958.0,1200.0,896659200.0,POINT (-89.37 43.28),#57ac00ff
1695,1958.0,1300.0,896659200.0,POINT (-89.37 43.28),#5faf00ff
1696,1958.0,1250.0,896659200.0,POINT (-89.37 43.28),#5bae00ff
1690,1958.0,1100.0,865123200.0,POINT (-89.37 43.28),#50a800ff
1689,1958.0,1000.0,865123200.0,POINT (-89.37 43.28),#49a400ff
1688,1958.0,2550.0,865123200.0,POINT (-89.37 43.28),#badd00ff
1702,1958.0,680.0,928195200.0,POINT (-89.37 43.28),#319900ff
1683,1958.0,560.0,801964800.0,POINT (-89.37 43.28),#289400ff
1685,1958.0,475.0,801964800.0,POINT (-89.37 43.28),#229100ff
1684,1958.0,460.0,801964800.0,POINT (-89.37 43.28),#219100ff
1692,1958.0,1150.0,865123200.0,POINT (-89.37 43.28),#54aa00ff
1697,1958.0,1260.0,896659200.0,POINT (-89.37 43.28),#5cae00ff
1698,1958.0,1200.0,928195200.0,POINT (-89.37 43.28),#57ac00ff
1699,1958.0,650.0,928195200.0,POINT (-89.37 43.28),#2f9800ff
1700,1958.0,700.0,928195200.0,POINT (-89.37 43.28),#339a00ff
1701,1958.0,675.0,928195200.0,POINT (-89.37 43.28),#319900ff
1686,1958.0,485.0,801964800.0,POINT (-89.37 43.28),#239200ff
1691,1958.0,1100.0,865123200.0,POINT (-89.37 43.28),#50a800ff
510,1969.0,896.0,770428800.0,POINT (-94.40000000000001 30.6),#41a100ff
3199,1971.0,1430.0,928195200.0,POINT (130.75 -12.5),#68b400ff
524,1976.0,218.0,801964800.0,POINT (-83.40000000000001 35.05),#0f8800ff
525,1976.0,252.0,801964800.0,POINT (-83.40000000000001 35.05),#128900ff
522,1976.0,415.0,801964800.0,POINT (-83.40000000000001 35.05),#1e8f00ff
521,1976.0,191.0,44582400.0,POINT (-83.40000000000001 35.05),#0d8700ff
520,1976.0,158.0,44582400.0,POINT (-83.40000000000001 35.05),#0b8600ff
519,1976.0,215.0,44582400.0,POINT (-83.40000000000001 35.05),#0f8800ff
518,1976.0,197.0,44582400.0,POINT (-83.40000000000001 35.05),#0e8700ff
523,1976.0,394.0,801964800.0,POINT (-83.40000000000001 35.05),#1c8e00ff
856,1980.0,800.0,801964800.0,POINT (-72.17 42.53),#3a9d00ff
858,1980.0,810.0,801964800.0,POINT (-90.08 45.78),#3b9e00ff
857,1980.0,1132.0,801964800.0,POINT (-84.7 45.58),#52a900ff
854,1980.0,950.0,801964800.0,POINT (-84.28 35.95),#45a300ff
855,1980.0,1207.0,801964800.0,POINT (-86.42 39.88),#58ac00ff
864,1987.0,1260.0,959817600.0,POINT (-125.32 49.85),#5cae00ff
863,1987.0,1900.0,959817600.0,POINT (-125.32 49.85),#8ac500ff
862,1987.0,2600.0,959817600.0,POINT (-125.32 49.85),#bedf00ff
861,1987.0,2200.0,959817600.0,POINT (-125.32 49.85),#a0d000ff
860,1987.0,1350.0,959817600.0,POINT (-125.32 49.85),#62b100ff
859,1987.0,2210.0,959817600.0,POINT (-125.32 49.85),#a1d100ff
2587,1996.0,750.0,833587200.0,POINT (-62.82 -10.17),#369b00ff
2590,1996.0,500.0,833587200.0,POINT (-62.82 -10.17),#249200ff
2589,1996.0,750.0,833587200.0,POINT (-62.82 -10.17),#369b00ff
2588,1996.0,750.0,833587200.0,POINT (-62.82 -10.17),#369b00ff
2586,1996.0,750.0,833587200.0,POINT (-62.82 -10.17),#369b00ff
452,2001.0,814.0,896659200.0,POINT (-100.92 46.77),#3b9e00ff
1768,2011.0,1800.0,896659200.0,POINT (-155.12 19.84),#83c200ff
1769,2011.0,2000.0,896659200.0,POINT (-155.12 19.84),#92c900ff
1763,2011.0,2200.0,865123200.0,POINT (-155.12 19.84),#a0d000ff
1764,2011.0,1850.0,865123200.0,POINT (-155.12 19.84),#87c300ff
